name,other,date,value
猿飞日斩,,2014-08-10,2339
猿飞日斩,,2014-08-17,2512
猿飞日斩,,2014-08-24,2448
猿飞日斩,,2014-08-31,2332
猿飞日斩,,2014-09-07,2129
猿飞日斩,,2014-09-14,1951
猿飞日斩,,2014-09-21,2204
猿飞日斩,,2014-09-28,2264
猿飞日斩,,2014-10-05,2539
猿飞日斩,,2014-10-12,2761
猿飞日斩,,2014-10-19,2592
猿飞日斩,,2014-10-26,2645
猿飞日斩,,2014-11-02,2883
猿飞日斩,,2014-11-09,3732
猿飞日斩,,2014-11-16,4138
猿飞日斩,,2014-11-23,3436
猿飞日斩,,2014-11-30,3132
猿飞日斩,,2014-12-07,2729
猿飞日斩,,2014-12-14,2781
猿飞日斩,,2014-12-21,2428
猿飞日斩,,2014-12-28,2701
猿飞日斩,,2015-01-04,2768
猿飞日斩,,2015-01-11,2415
猿飞日斩,,2015-01-18,2298
猿飞日斩,,2015-01-25,2145
猿飞日斩,,2015-02-01,2120
猿飞日斩,,2015-02-08,2289
猿飞日斩,,2015-02-15,2263
猿飞日斩,,2015-02-22,2202
猿飞日斩,,2015-03-01,2264
猿飞日斩,,2015-03-08,2058
猿飞日斩,,2015-03-15,1928
猿飞日斩,,2015-03-22,1830
猿飞日斩,,2015-03-29,1912
猿飞日斩,,2015-04-05,1986
猿飞日斩,,2015-04-12,1918
猿飞日斩,,2015-04-19,1940
猿飞日斩,,2015-04-26,1885
猿飞日斩,,2015-05-03,2142
猿飞日斩,,2015-05-10,2108
猿飞日斩,,2015-05-17,2130
猿飞日斩,,2015-05-24,2193
猿飞日斩,,2015-05-31,2218
猿飞日斩,,2015-06-07,2304
猿飞日斩,,2015-06-14,2351
猿飞日斩,,2015-06-21,2662
猿飞日斩,,2015-06-28,3015
猿飞日斩,,2015-07-05,3129
猿飞日斩,,2015-07-12,3116
猿飞日斩,,2015-07-19,2968
猿飞日斩,,2015-07-26,2784
猿飞日斩,,2015-08-02,6067
猿飞日斩,,2015-08-09,7271
猿飞日斩,,2015-08-16,7722
猿飞日斩,,2015-08-23,7484
猿飞日斩,,2015-08-30,7527
猿飞日斩,,2015-09-06,7255
猿飞日斩,,2015-09-13,6845
猿飞日斩,,2015-09-20,7707
猿飞日斩,,2015-09-27,7916
猿飞日斩,,2015-10-04,12413
猿飞日斩,,2015-10-11,12183
猿飞日斩,,2015-10-18,13088
猿飞日斩,,2015-10-25,11436
猿飞日斩,,2015-11-01,11550
猿飞日斩,,2015-11-08,10124
猿飞日斩,,2015-11-15,8580
猿飞日斩,,2015-11-22,8550
猿飞日斩,,2015-11-29,9329
猿飞日斩,,2015-12-06,8857
猿飞日斩,,2015-12-13,8448
猿飞日斩,,2015-12-20,8288
猿飞日斩,,2015-12-27,8280
猿飞日斩,,2016-01-03,9101
猿飞日斩,,2016-01-10,7963
猿飞日斩,,2016-01-17,8716
猿飞日斩,,2016-01-24,8755
猿飞日斩,,2016-01-31,8060
猿飞日斩,,2016-02-07,8012
猿飞日斩,,2016-02-14,7979
猿飞日斩,,2016-02-21,8351
猿飞日斩,,2016-02-28,8552
猿飞日斩,,2016-03-06,8730
猿飞日斩,,2016-03-13,8494
猿飞日斩,,2016-03-20,9250
猿飞日斩,,2016-03-27,8890
猿飞日斩,,2016-04-03,9190
猿飞日斩,,2016-04-10,8430
猿飞日斩,,2016-04-17,7921
猿飞日斩,,2016-04-24,7744
猿飞日斩,,2016-05-01,8100
猿飞日斩,,2016-05-08,7730
猿飞日斩,,2016-05-15,7370
猿飞日斩,,2016-05-22,7572
猿飞日斩,,2016-05-29,7764
猿飞日斩,,2016-06-05,7822
猿飞日斩,,2016-06-12,7950
猿飞日斩,,2016-06-19,7396
猿飞日斩,,2016-06-26,8290
猿飞日斩,,2016-07-03,9255
猿飞日斩,,2016-07-10,8904
猿飞日斩,,2016-07-17,7896
猿飞日斩,,2016-07-24,7673
猿飞日斩,,2016-07-31,7597
猿飞日斩,,2016-08-07,7506
猿飞日斩,,2016-08-14,7711
猿飞日斩,,2016-08-21,7523
猿飞日斩,,2016-08-28,7030
猿飞日斩,,2016-09-04,7015
猿飞日斩,,2016-09-11,6608
猿飞日斩,,2016-09-18,4683
猿飞日斩,,2016-09-25,7130
猿飞日斩,,2016-10-02,7375
猿飞日斩,,2016-10-09,7602
猿飞日斩,,2016-10-16,7189
猿飞日斩,,2016-10-23,7781
猿飞日斩,,2016-10-30,7870
猿飞日斩,,2016-11-06,7726
猿飞日斩,,2016-11-13,6609
猿飞日斩,,2016-11-20,6280
猿飞日斩,,2016-11-27,6105
猿飞日斩,,2016-12-04,5851
猿飞日斩,,2016-12-11,6106
猿飞日斩,,2016-12-18,6022
猿飞日斩,,2016-12-25,7177
猿飞日斩,,2017-01-01,9107
猿飞日斩,,2017-01-08,8180
猿飞日斩,,2017-01-15,6871
猿飞日斩,,2017-01-22,6521
猿飞日斩,,2017-01-29,5768
猿飞日斩,,2017-02-05,5761
猿飞日斩,,2017-02-12,5630
猿飞日斩,,2017-02-19,4863
猿飞日斩,,2017-02-26,5099
猿飞日斩,,2017-03-05,4791
猿飞日斩,,2017-03-12,4781
猿飞日斩,,2017-03-19,4932
猿飞日斩,,2017-03-26,5805
猿飞日斩,,2017-04-02,5267
猿飞日斩,,2017-04-09,5256
猿飞日斩,,2017-04-16,4400
猿飞日斩,,2017-04-23,4411
猿飞日斩,,2017-04-30,4722
猿飞日斩,,2017-05-07,4641
猿飞日斩,,2017-05-14,4461
猿飞日斩,,2017-05-21,4417
猿飞日斩,,2017-05-28,5327
猿飞日斩,,2017-06-04,5178
猿飞日斩,,2017-06-11,4971
猿飞日斩,,2017-06-18,4776
猿飞日斩,,2017-06-25,4641
猿飞日斩,,2017-07-02,4305
猿飞日斩,,2017-07-09,4279
猿飞日斩,,2017-07-16,4159
猿飞日斩,,2017-07-23,4041
猿飞日斩,,2017-07-30,3949
猿飞日斩,,2017-08-06,3635
猿飞日斩,,2017-08-13,3680
猿飞日斩,,2017-08-20,4022
猿飞日斩,,2017-08-27,3976
猿飞日斩,,2017-09-03,3538
猿飞日斩,,2017-09-10,3442
猿飞日斩,,2017-09-17,3310
猿飞日斩,,2017-09-24,3274
猿飞日斩,,2017-10-01,3075
猿飞日斩,,2017-10-08,3295
猿飞日斩,,2017-10-15,2944
猿飞日斩,,2017-10-22,2969
猿飞日斩,,2017-10-29,2999
猿飞日斩,,2017-11-05,2851
猿飞日斩,,2017-11-12,2770
猿飞日斩,,2017-11-19,2936
猿飞日斩,,2017-11-26,2892
猿飞日斩,,2017-12-03,2942
猿飞日斩,,2017-12-10,2957
猿飞日斩,,2017-12-17,3757
猿飞日斩,,2017-12-24,3148
猿飞日斩,,2017-12-31,3194
猿飞日斩,,2018-01-07,3060
猿飞日斩,,2018-01-14,2954
猿飞日斩,,2018-01-21,3139
猿飞日斩,,2018-01-28,3065
猿飞日斩,,2018-02-04,2999
猿飞日斩,,2018-02-11,2990
猿飞日斩,,2018-02-18,2728
猿飞日斩,,2018-02-25,2809
猿飞日斩,,2018-03-04,2704
猿飞日斩,,2018-03-11,2589
猿飞日斩,,2018-03-18,2504
猿飞日斩,,2018-03-25,2599
猿飞日斩,,2018-04-01,2632
猿飞日斩,,2018-04-08,2681
猿飞日斩,,2018-04-15,2730
猿飞日斩,,2018-04-22,3030
猿飞日斩,,2018-04-29,2836
猿飞日斩,,2018-05-06,2987
猿飞日斩,,2018-05-13,2878
猿飞日斩,,2018-05-20,2662
猿飞日斩,,2018-05-27,2791
猿飞日斩,,2018-06-03,2841
猿飞日斩,,2018-06-10,2972
猿飞日斩,,2018-06-17,2862
猿飞日斩,,2018-06-24,2781
猿飞日斩,,2018-07-01,2773
猿飞日斩,,2018-07-08,2871
猿飞日斩,,2018-07-15,2854
猿飞日斩,,2018-07-22,3638
猿飞日斩,,2018-07-29,3136
猿飞日斩,,2018-08-05,3299
猿飞日斩,,2018-08-12,3171
猿飞日斩,,2018-08-19,5039
猿飞日斩,,2018-08-26,3349
猿飞日斩,,2018-09-02,2793
猿飞日斩,,2018-09-09,2364
猿飞日斩,,2018-09-16,2541
猿飞日斩,,2018-09-23,2655
猿飞日斩,,2018-09-30,2590
猿飞日斩,,2018-10-07,3047
猿飞日斩,,2018-10-14,2663
猿飞日斩,,2018-10-21,2856
猿飞日斩,,2018-10-28,3119
猿飞日斩,,2018-11-04,2926
猿飞日斩,,2018-11-11,2751
猿飞日斩,,2018-11-18,2505
猿飞日斩,,2018-11-25,2779
猿飞日斩,,2018-12-02,3069
猿飞日斩,,2018-12-09,2861
猿飞日斩,,2018-12-16,2960
猿飞日斩,,2018-12-23,3222
猿飞日斩,,2018-12-30,3332
猿飞日斩,,2019-01-06,3394
猿飞日斩,,2019-01-13,3272
猿飞日斩,,2019-01-20,3180
猿飞日斩,,2019-01-27,3335
猿飞日斩,,2019-02-03,3318
猿飞日斩,,2019-02-10,2766
猿飞日斩,,2019-02-17,3159
猿飞日斩,,2019-02-24,2944
猿飞日斩,,2019-03-03,2776
猿飞日斩,,2019-03-10,2774
猿飞日斩,,2019-03-17,2762
猿飞日斩,,2019-03-24,2877
猿飞日斩,,2019-03-31,3361
猿飞日斩,,2019-04-07,3203
猿飞日斩,,2019-04-14,3021
猿飞日斩,,2019-04-21,3205
猿飞日斩,,2019-04-28,2829
猿飞日斩,,2019-05-05,2960
猿飞日斩,,2019-05-12,3072
猿飞日斩,,2019-05-19,3637
猿飞日斩,,2019-05-26,3748
猿飞日斩,,2019-06-02,3751
猿飞日斩,,2019-06-09,4138
猿飞日斩,,2019-06-16,3945
猿飞日斩,,2019-06-23,4203
猿飞日斩,,2019-06-30,5007
猿飞日斩,,2019-07-07,4313
猿飞日斩,,2019-07-14,4195
猿飞日斩,,2019-07-21,4285
猿飞日斩,,2019-07-28,4136
猿飞日斩,,2019-08-04,3890
猿飞日斩,,2019-08-11,4067
猿飞日斩,,2019-08-18,5063
猿飞日斩,,2019-08-25,4880
猿飞日斩,,2019-09-01,4224
猿飞日斩,,2019-09-08,5161
猿飞日斩,,2019-09-15,4362
猿飞日斩,,2019-09-22,3562
猿飞日斩,,2019-09-29,3634
猿飞日斩,,2019-10-06,4219
猿飞日斩,,2019-10-13,3548
猿飞日斩,,2019-10-20,3546
猿飞日斩,,2019-10-27,3846
猿飞日斩,,2019-11-03,4097
猿飞日斩,,2019-11-10,4250
猿飞日斩,,2019-11-17,4210
猿飞日斩,,2019-11-24,5036
猿飞日斩,,2019-12-01,4962
猿飞日斩,,2019-12-08,4619
猿飞日斩,,2019-12-15,4587
猿飞日斩,,2019-12-22,4062
猿飞日斩,,2019-12-29,4093
猿飞日斩,,2020-01-05,4390
猿飞日斩,,2020-01-12,4138
猿飞日斩,,2020-01-19,4168
猿飞日斩,,2020-01-26,4385
猿飞日斩,,2020-02-02,4532
猿飞日斩,,2020-02-09,4938
猿飞日斩,,2020-02-16,5193
猿飞日斩,,2020-02-23,5401
猿飞日斩,,2020-03-01,5537
猿飞日斩,,2020-03-08,5034
猿飞日斩,,2020-03-15,5076
猿飞日斩,,2020-03-22,5211
猿飞日斩,,2020-03-29,5255
猿飞日斩,,2020-04-05,5286
猿飞日斩,,2020-04-12,4579
猿飞日斩,,2020-04-19,4515
猿飞日斩,,2020-04-26,4312
猿飞日斩,,2020-05-03,4111
猿飞日斩,,2020-05-10,4160
猿飞日斩,,2020-05-17,4002
猿飞日斩,,2020-05-24,3953
猿飞日斩,,2020-05-31,3835
猿飞日斩,,2020-06-07,3701
猿飞日斩,,2020-06-14,3882
猿飞日斩,,2020-06-21,3741
猿飞日斩,,2020-06-28,3838
猿飞日斩,,2020-07-05,3824
猿飞日斩,,2020-07-12,4010
猿飞日斩,,2020-07-19,3921
猿飞日斩,,2020-07-26,4336
猿飞日斩,,2020-08-02,4572
猿飞日斩,,2020-08-09,4287
猿飞日斩,,2020-08-16,4229
猿飞日斩,,2020-08-23,4000
猿飞日斩,,2020-08-30,3781
猿飞日斩,,2020-09-06,2951
猿飞日斩,,2020-09-13,3118
猿飞日斩,,2020-09-20,3662
猿飞日斩,,2020-09-27,3056
猿飞日斩,,2020-10-04,3071
猿飞日斩,,2020-10-11,3211
猿飞日斩,,2020-10-18,2900
猿飞日斩,,2020-10-25,2764
猿飞日斩,,2020-11-01,2947
猿飞日斩,,2020-11-08,2978
猿飞日斩,,2020-11-15,3044
猿飞日斩,,2020-11-22,2933
猿飞日斩,,2020-11-29,2941
猿飞日斩,,2020-12-06,2894
猿飞日斩,,2020-12-13,2755
猿飞日斩,,2020-12-20,2711
猿飞日斩,,2020-12-27,2710
猿飞日斩,,2021-01-03,2886
猿飞日斩,,2021-01-10,2975
猿飞日斩,,2021-01-17,3107
猿飞日斩,,2021-01-24,3159
猿飞日斩,,2021-01-31,3226
猿飞日斩,,2021-02-07,3311
猿飞日斩,,2021-02-14,2994
猿飞日斩,,2021-02-21,3108
猿飞日斩,,2021-02-28,2957
猿飞日斩,,2021-03-07,2764
猿飞日斩,,2021-03-14,2785
猿飞日斩,,2021-03-21,2621
猿飞日斩,,2021-03-28,2604
猿飞日斩,,2021-04-04,2803
猿飞日斩,,2021-04-11,2893
猿飞日斩,,2021-04-18,2716
猿飞日斩,,2021-04-25,2697
猿飞日斩,,2021-05-02,2793
猿飞日斩,,2021-05-09,3372
猿飞日斩,,2021-05-16,2933
猿飞日斩,,2021-05-23,2855
猿飞日斩,,2021-05-30,3006
猿飞日斩,,2021-06-06,2927
猿飞日斩,,2021-06-13,3045
猿飞日斩,,2021-06-20,3093
猿飞日斩,,2021-06-27,3179
猿飞日斩,,2021-07-04,3164
猿飞日斩,,2021-07-11,3256
猿飞日斩,,2021-07-18,3267
猿飞日斩,,2021-07-25,3174
猿飞日斩,,2021-08-01,2899
猿飞日斩,,2021-08-08,3688
猿飞日斩,,2021-08-15,4134
猿飞日斩,,2021-08-22,4282
猿飞日斩,,2021-08-29,3916
猿飞日斩,,2021-09-05,3186
猿飞日斩,,2021-09-12,2872
猿飞日斩,,2021-09-19,2788
猿飞日斩,,2021-09-26,3065
猿飞日斩,,2021-10-03,2921
猿飞日斩,,2021-10-10,3132
猿飞日斩,,2021-10-17,2574
猿飞日斩,,2021-10-24,2534
猿飞日斩,,2021-10-31,2474
猿飞日斩,,2021-11-07,2602
猿飞日斩,,2021-11-14,2501
猿飞日斩,,2021-11-21,2403
猿飞日斩,,2021-11-28,2448
猿飞日斩,,2021-12-05,2556
猿飞日斩,,2021-12-12,2668
猿飞日斩,,2021-12-19,2541
猿飞日斩,,2021-12-26,2428
猿飞日斩,,2022-01-02,2387
猿飞日斩,,2022-01-09,2523
猿飞日斩,,2022-01-16,2663
猿飞日斩,,2022-01-23,2814
猿飞日斩,,2022-01-30,3050
猿飞日斩,,2022-02-06,2733
猿飞日斩,,2022-02-13,2972
猿飞日斩,,2022-02-20,3094
猿飞日斩,,2022-02-27,2639
猿飞日斩,,2022-03-06,2863
猿飞日斩,,2022-03-13,2693
猿飞日斩,,2022-03-20,2882
猿飞日斩,,2022-03-27,3044
猿飞日斩,,2022-04-03,2924
猿飞日斩,,2022-04-04,447
长门,,2011-01-02,1440
长门,,2011-01-09,4071
长门,,2011-01-16,4103
长门,,2011-01-23,4141
长门,,2011-01-30,4406
长门,,2011-02-06,4154
长门,,2011-02-13,4818
长门,,2011-02-20,5065
长门,,2011-02-27,4321
长门,,2011-03-06,4349
长门,,2011-03-13,4551
长门,,2011-03-20,5122
长门,,2011-03-27,4804
长门,,2011-04-03,5028
长门,,2011-04-10,5742
长门,,2011-04-17,5446
长门,,2011-04-24,5543
长门,,2011-05-01,5536
长门,,2011-05-08,5918
长门,,2011-05-15,5825
长门,,2011-05-22,6616
长门,,2011-05-29,6399
长门,,2011-06-05,5888
长门,,2011-06-12,5969
长门,,2011-06-19,5604
长门,,2011-06-26,5671
长门,,2011-07-03,6555
长门,,2011-07-10,6324
长门,,2011-07-17,6031
长门,,2011-07-24,6987
长门,,2011-07-31,7706
长门,,2011-08-07,9497
长门,,2011-08-14,8754
长门,,2011-08-21,9243
长门,,2011-08-28,8098
长门,,2011-09-04,6369
长门,,2011-09-11,5602
长门,,2011-09-18,5847
长门,,2011-09-25,5240
长门,,2011-10-02,5494
长门,,2011-10-09,5749
长门,,2011-10-16,7318
长门,,2011-10-23,7692
长门,,2011-10-30,7143
长门,,2011-11-06,7012
长门,,2011-11-13,6558
长门,,2011-11-20,6533
长门,,2011-11-27,6127
长门,,2011-12-04,5923
长门,,2011-12-11,5849
长门,,2011-12-18,5310
长门,,2011-12-25,5055
长门,,2012-01-01,5048
长门,,2012-01-08,5416
长门,,2012-01-15,5342
长门,,2012-01-22,5206
长门,,2012-01-29,4933
长门,,2012-02-05,6337
长门,,2012-02-12,6369
长门,,2012-02-19,6387
长门,,2012-02-26,7095
长门,,2012-03-04,8154
长门,,2012-03-11,8921
长门,,2012-03-18,7788
长门,,2012-03-25,7105
长门,,2012-04-01,7001
长门,,2012-04-08,8580
长门,,2012-04-15,7434
长门,,2012-04-22,6774
长门,,2012-04-29,6371
长门,,2012-05-06,7506
长门,,2012-05-13,7374
长门,,2012-05-20,7218
长门,,2012-05-27,7233
长门,,2012-06-03,7721
长门,,2012-06-10,7867
长门,,2012-06-17,7123
长门,,2012-06-24,7227
长门,,2012-07-01,7281
长门,,2012-07-08,7842
长门,,2012-07-15,7823
长门,,2012-07-22,7924
长门,,2012-07-29,7542
长门,,2012-08-05,6555
长门,,2012-08-12,6975
长门,,2012-08-19,7894
长门,,2012-08-26,7444
长门,,2012-09-02,8452
长门,,2012-09-09,8384
长门,,2012-09-16,7917
长门,,2012-09-23,7480
长门,,2012-09-30,5722
长门,,2012-10-07,6966
长门,,2012-10-14,5943
长门,,2012-10-21,8290
长门,,2012-10-28,7054
长门,,2012-11-04,6339
长门,,2012-11-11,5829
长门,,2012-11-18,5955
长门,,2012-11-25,5541
长门,,2012-12-02,5670
长门,,2012-12-09,5577
长门,,2012-12-16,5115
长门,,2012-12-23,5779
长门,,2012-12-30,5474
长门,,2013-01-06,5557
长门,,2013-01-13,4934
长门,,2013-01-20,5890
长门,,2013-01-27,6183
长门,,2013-02-03,10259
长门,,2013-02-10,11037
长门,,2013-02-17,8023
长门,,2013-02-24,6990
长门,,2013-03-03,5634
长门,,2013-03-10,5553
长门,,2013-03-17,5533
长门,,2013-03-24,5558
长门,,2013-03-31,5122
长门,,2013-04-07,5854
长门,,2013-04-14,5240
长门,,2013-04-21,5230
长门,,2013-04-28,4888
长门,,2013-05-05,6010
长门,,2013-05-12,5039
长门,,2013-05-19,5437
长门,,2013-05-26,5342
长门,,2013-06-02,5522
长门,,2013-06-09,6015
长门,,2013-06-16,6185
长门,,2013-06-23,6080
长门,,2013-06-30,5562
长门,,2013-07-07,5941
长门,,2013-07-14,6026
长门,,2013-07-21,6982
长门,,2013-07-28,7373
长门,,2013-08-04,7206
长门,,2013-08-11,8460
长门,,2013-08-18,7920
长门,,2013-08-25,7281
长门,,2013-09-01,6786
长门,,2013-09-08,5831
长门,,2013-09-15,5872
长门,,2013-09-22,6178
长门,,2013-09-29,5547
长门,,2013-10-06,6906
长门,,2013-10-13,6896
长门,,2013-10-20,7017
长门,,2013-10-27,6362
长门,,2013-11-03,7367
长门,,2013-11-10,6980
长门,,2013-11-17,7058
长门,,2013-11-24,6558
长门,,2013-12-01,6726
长门,,2013-12-08,6726
长门,,2013-12-15,6431
长门,,2013-12-22,6566
长门,,2013-12-29,5755
长门,,2014-01-05,6299
长门,,2014-01-12,7010
长门,,2014-01-19,6677
长门,,2014-01-26,9478
长门,,2014-02-02,10491
长门,,2014-02-09,9474
长门,,2014-02-16,6563
长门,,2014-02-23,6102
长门,,2014-03-02,5553
长门,,2014-03-09,5458
长门,,2014-03-16,6162
长门,,2014-03-23,6423
长门,,2014-03-30,6081
长门,,2014-04-06,5841
长门,,2014-04-13,6779
长门,,2014-04-20,7164
长门,,2014-04-27,6238
长门,,2014-05-04,6445
长门,,2014-05-11,6319
长门,,2014-05-18,6372
长门,,2014-05-25,6496
长门,,2014-06-01,5670
长门,,2014-06-08,6534
长门,,2014-06-15,6119
长门,,2014-06-22,6486
长门,,2014-06-29,6437
长门,,2014-07-06,6664
长门,,2014-07-13,6029
长门,,2014-07-20,5929
长门,,2014-07-27,5950
长门,,2014-08-03,6153
长门,,2014-08-10,6677
长门,,2014-08-17,6882
长门,,2014-08-24,7858
长门,,2014-08-31,8004
长门,,2014-09-07,6875
长门,,2014-09-14,6152
长门,,2014-09-21,6028
长门,,2014-09-28,5650
长门,,2014-10-05,7063
长门,,2014-10-12,6919
长门,,2014-10-19,6408
长门,,2014-10-26,6367
长门,,2014-11-02,6570
长门,,2014-11-09,8559
长门,,2014-11-16,10042
长门,,2014-11-23,9195
长门,,2014-11-30,8807
长门,,2014-12-07,8058
长门,,2014-12-14,8065
长门,,2014-12-21,7758
长门,,2014-12-28,7302
长门,,2015-01-04,7865
长门,,2015-01-11,8480
长门,,2015-01-18,9158
长门,,2015-01-25,9505
长门,,2015-02-01,9280
长门,,2015-02-08,9607
长门,,2015-02-15,11078
长门,,2015-02-22,10036
长门,,2015-03-01,11547
长门,,2015-03-08,10699
长门,,2015-03-15,9671
长门,,2015-03-22,9752
长门,,2015-03-29,9433
长门,,2015-04-05,9233
长门,,2015-04-12,8821
长门,,2015-04-19,8174
长门,,2015-04-26,7614
长门,,2015-05-03,8351
长门,,2015-05-10,7799
长门,,2015-05-17,8193
长门,,2015-05-24,8681
长门,,2015-05-31,8852
长门,,2015-06-07,9010
长门,,2015-06-14,9115
长门,,2015-06-21,8581
长门,,2015-06-28,8387
长门,,2015-07-05,9358
长门,,2015-07-12,9629
长门,,2015-07-19,9941
长门,,2015-07-26,9823
长门,,2015-08-02,9807
长门,,2015-08-09,10255
长门,,2015-08-16,10352
长门,,2015-08-23,10128
长门,,2015-08-30,9635
长门,,2015-09-06,8695
长门,,2015-09-13,7049
长门,,2015-09-20,6622
长门,,2015-09-27,6830
长门,,2015-10-04,7458
长门,,2015-10-11,7060
长门,,2015-10-18,7357
长门,,2015-10-25,8482
长门,,2015-11-01,7850
长门,,2015-11-08,8814
长门,,2015-11-15,10002
长门,,2015-11-22,10104
长门,,2015-11-29,10147
长门,,2015-12-06,10206
长门,,2015-12-13,10936
长门,,2015-12-20,10147
长门,,2015-12-27,9737
长门,,2016-01-03,10099
长门,,2016-01-10,10389
长门,,2016-01-17,10822
长门,,2016-01-24,11178
长门,,2016-01-31,10503
长门,,2016-02-07,9936
长门,,2016-02-14,9947
长门,,2016-02-21,11278
长门,,2016-02-28,11120
长门,,2016-03-06,10949
长门,,2016-03-13,10508
长门,,2016-03-20,10951
长门,,2016-03-27,10894
长门,,2016-04-03,10561
长门,,2016-04-10,10388
长门,,2016-04-17,9590
长门,,2016-04-24,9091
长门,,2016-05-01,9835
长门,,2016-05-08,9211
长门,,2016-05-15,9118
长门,,2016-05-22,9497
长门,,2016-05-29,9471
长门,,2016-06-05,9504
长门,,2016-06-12,9358
长门,,2016-06-19,8881
长门,,2016-06-26,9156
长门,,2016-07-03,9060
长门,,2016-07-10,9186
长门,,2016-07-17,9084
长门,,2016-07-24,9285
长门,,2016-07-31,9247
长门,,2016-08-07,9366
长门,,2016-08-14,8713
长门,,2016-08-21,9037
长门,,2016-08-28,8692
长门,,2016-09-04,8170
长门,,2016-09-11,7468
长门,,2016-09-18,8115
长门,,2016-09-25,8285
长门,,2016-10-02,8182
长门,,2016-10-09,8921
长门,,2016-10-16,8775
长门,,2016-10-23,8803
长门,,2016-10-30,8952
长门,,2016-11-06,8923
长门,,2016-11-13,8681
长门,,2016-11-20,9153
长门,,2016-11-27,9425
长门,,2016-12-04,9264
长门,,2016-12-11,9597
长门,,2016-12-18,9969
长门,,2016-12-25,10307
长门,,2017-01-01,10167
长门,,2017-01-08,10389
长门,,2017-01-15,9982
长门,,2017-01-22,9583
长门,,2017-01-29,8958
长门,,2017-02-05,9249
长门,,2017-02-12,9279
长门,,2017-02-19,8833
长门,,2017-02-26,8920
长门,,2017-03-05,8147
长门,,2017-03-12,8172
长门,,2017-03-19,8142
长门,,2017-03-26,8597
长门,,2017-04-02,8277
长门,,2017-04-09,8945
长门,,2017-04-16,8165
长门,,2017-04-23,8253
长门,,2017-04-30,7954
长门,,2017-05-07,8509
长门,,2017-05-14,8486
长门,,2017-05-21,8236
长门,,2017-05-28,9280
长门,,2017-06-04,9159
长门,,2017-06-11,9428
长门,,2017-06-18,9251
长门,,2017-06-25,8975
长门,,2017-07-02,8927
长门,,2017-07-09,9181
长门,,2017-07-16,8845
长门,,2017-07-23,8584
长门,,2017-07-30,8800
长门,,2017-08-06,8135
长门,,2017-08-13,8255
长门,,2017-08-20,8606
长门,,2017-08-27,8527
长门,,2017-09-03,8075
长门,,2017-09-10,7506
长门,,2017-09-17,7626
长门,,2017-09-24,7695
长门,,2017-10-01,7098
长门,,2017-10-08,7885
长门,,2017-10-15,6940
长门,,2017-10-22,6999
长门,,2017-10-29,6989
长门,,2017-11-05,7004
长门,,2017-11-12,6965
长门,,2017-11-19,7195
长门,,2017-11-26,6943
长门,,2017-12-03,7190
长门,,2017-12-10,6889
长门,,2017-12-17,6795
长门,,2017-12-24,6230
长门,,2017-12-31,6381
长门,,2018-01-07,6759
长门,,2018-01-14,6799
长门,,2018-01-21,7022
长门,,2018-01-28,7186
长门,,2018-02-04,7084
长门,,2018-02-11,6828
长门,,2018-02-18,6323
长门,,2018-02-25,6715
长门,,2018-03-04,6428
长门,,2018-03-11,6273
长门,,2018-03-18,6545
长门,,2018-03-25,6102
长门,,2018-04-01,6353
长门,,2018-04-08,6580
长门,,2018-04-15,6592
长门,,2018-04-22,6728
长门,,2018-04-29,6808
长门,,2018-05-06,7934
长门,,2018-05-13,7160
长门,,2018-05-20,6800
长门,,2018-05-27,6958
长门,,2018-06-03,8219
长门,,2018-06-10,9621
长门,,2018-06-17,8618
长门,,2018-06-24,7855
长门,,2018-07-01,7640
长门,,2018-07-08,7452
长门,,2018-07-15,7866
长门,,2018-07-22,7798
长门,,2018-07-29,8071
长门,,2018-08-05,8000
长门,,2018-08-12,7773
长门,,2018-08-19,7891
长门,,2018-08-26,7878
长门,,2018-09-02,7389
长门,,2018-09-09,6450
长门,,2018-09-16,6833
长门,,2018-09-23,7132
长门,,2018-09-30,7038
长门,,2018-10-07,7802
长门,,2018-10-14,6861
长门,,2018-10-21,6771
长门,,2018-10-28,7038
长门,,2018-11-04,7054
长门,,2018-11-11,6916
长门,,2018-11-18,5156
长门,,2018-11-25,5913
长门,,2018-12-02,6312
长门,,2018-12-09,5808
长门,,2018-12-16,5878
长门,,2018-12-23,6699
长门,,2018-12-30,7322
长门,,2019-01-06,6893
长门,,2019-01-13,7128
长门,,2019-01-20,7958
长门,,2019-01-27,8421
长门,,2019-02-03,7873
长门,,2019-02-10,7226
长门,,2019-02-17,7531
长门,,2019-02-24,7261
长门,,2019-03-03,6433
长门,,2019-03-10,6461
长门,,2019-03-17,5820
长门,,2019-03-24,6400
长门,,2019-03-31,7723
长门,,2019-04-07,7533
长门,,2019-04-14,8467
长门,,2019-04-21,8007
长门,,2019-04-28,7843
长门,,2019-05-05,7352
长门,,2019-05-12,8104
长门,,2019-05-19,13109
长门,,2019-05-26,9401
长门,,2019-06-02,8750
长门,,2019-06-09,8449
长门,,2019-06-16,8373
长门,,2019-06-23,8548
长门,,2019-06-30,8671
长门,,2019-07-07,8553
长门,,2019-07-14,8562
长门,,2019-07-21,8527
长门,,2019-07-28,8487
长门,,2019-08-04,8251
长门,,2019-08-11,8417
长门,,2019-08-18,8317
长门,,2019-08-25,8174
长门,,2019-09-01,8065
长门,,2019-09-08,7517
长门,,2019-09-15,7571
